Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
1998,First Circuit,Foster Custody,975.0,764.0,1739.0,778.0,961.0
1998,First Circuit,Permanent Custody,524.0,448.0,972.0,387.0,585.0
1998,First Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
1998,Second Circuit,TOTAL CASES,7391.0,7008.0,14399.0,7688.0,6711.0
1998,Second Circuit,Primary Proceedings and Referrals,5903.0,5098.0,11001.0,6030.0,4971.0
1998,Second Circuit,Marital Actions and Proceedings,777.0,572.0,1349.0,574.0,775.0
1998,Second Circuit,Divorce,749.0,560.0,1309.0,560.0,749.0
1998,Second Circuit,Annulment,7.0,7.0,14.0,6.0,8.0
1998,Second Circuit,Separation,21.0,5.0,26.0,8.0,18.0
1998,Second Circuit,Uniform Reciprocal Enforcement of Support,788.0,106.0,894.0,91.0,803.0
1998,Second Circuit,Adoption Proceedings,55.0,61.0,116.0,81.0,35.0
1998,Second Circuit,Parental Proceedings,887.0,442.0,1329.0,805.0,524.0
1998,Second Circuit,Domestic Abuse Protective Orders (Ch. 586),24.0,398.0,422.0,412.0,10.0
1998,Second Circuit,Miscellaneous Proceedings,1194.0,309.0,1503.0,559.0,944.0
1998,Second Circuit,Termination of Parental Rights,12.0,4.0,16.0,3.0,13.0
1998,Second Circuit,Hospital Admission,223.0,52.0,275.0,156.0,11.0
1998,Second Circuit,Habeas Corpus,10.0,0.0,10.0,5.0,5.0
1998,Second Circuit,Civil,344.0,185.0,529.0,329.0,200.0
1998,Second Circuit,Guardianship-of-the-Person,590.0,60.0,650.0,51.0,599.0
1998,Second Circuit,Other Miscellaneous Proceedings,15.0,8.0,23.0,15.0,8.0
1998,Second Circuit,Criminal Actions,1532.0,1046.0,2578.0,1301.0,1277.0
1998,Second Circuit,Children's Referrals,646.0,2164.0,2810.0,2207.0,603.0
1998,Second Circuit,Law Violation,378.0,1158.0,1536.0,1136.0,400.0
1998,Second Circuit,Traffic,13.0,36.0,49.0,36.0,13.0
1998,Second Circuit,Status Offense,195.0,812.0,1007.0,899.0,108.0
1998,Second Circuit,Abuse and Neglect,42.0,92.0,134.0,86.0,48.0
1998,Second Circuit,Other Children's Referral,18.0,66.0,84.0,50.0,34.0
1998,Second Circuit,Supplemental Proceedings,1488.0,1910.0,3398.0,1658.0,1740.0
1998,Second Circuit,"Order to Show Cause, Matrimonial",527.0,175.0,702.0,202.0,500.0
1998,Second Circuit,"Order to Show Cause, Matrimonial, Concurrent",100.0,81.0,181.0,76.0,106.0
1998,Second Circuit,"Order to Show Cause, URES",96.0,22.0,118.0,12.0,106.0
1998,Second Circuit,"Order to Show Cause, Parental",345.0,103.0,448.0,111.0,337.0
1998,Second Circuit,Motion,24.0,4.0,28.0,2.0,26.0
1998,Second Circuit,Children's Supplemental Proceeding,32.0,1357.0,1389.0,1111.0,278.0
1998,Second Circuit,Other Supplemental Proceeding,364.0,168.0,532.0,144.0,388.0
1998,Second Circuit,Children on Status,286.0,182.0,468.0,141.0,327.0
1998,Second Circuit,Probation,119.0,70.0,189.0,58.0,131.0
1998,Second Circuit,Protective Supervision,12.0,10.0,22.0,6.0,16.0
1998,Second Circuit,Legal Custody,1.0,0.0,1.0,1.0,0.0
1998,Second Circuit,Family Supervision,53.0,42.0,95.0,36.0,59.0
1998,Second Circuit,Foster Custody,63.0,45.0,108.0,33.0,75.0
1998,Second Circuit,Permanent Custody,38.0,15.0,53.0,7.0,46.0
1998,Second Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
1998,Third Circuit,TOTAL CASES,6821.0,8061.0,14882.0,7777.0,7105.0
1998,Third Circuit,Primary Proceedings and Referrals,4854.0,6314.0,11168.0,6018.0,5150.0
1998,Third Circuit,Marital Actions and Proceedings,767.0,663.0,1430.0,769.0,661.0
1998,Third Circuit,Divorce,745.0,652.0,1397.0,755.0,642.0
1998,Third Circuit,Annulment,8.0,6.0,14.0,4.0,10.0
1998,Third Circuit,Separation,14.0,5.0,19.0,10.0,9.0
1998,Third Circuit,Uniform Reciprocal Enforcement of Support,146.0,68.0,214.0,46.0,168.0
1998,Third Circuit,Adoption Proceedings,64.0,67.0,131.0,65.0,66.0
1998,Third Circuit,Parental Proceedings,439.0,515.0,954.0,531.0,423.0
1998,Third Circuit,Domestic Abuse Protective Orders (Ch. 586),391.0,759.0,1150.0,716.0,434.0
1998,Third Circuit,Miscellaneous Proceedings,873.0,169.0,1042.0,65.0,977.0
1998,Third Circuit,Termination of Parental Rights,26.0,5.0,31.0,1.0,30.0
1998,Third Circuit,Hospital Admission,17.0,35.0,52.0,28.0,24.0
1998,Third Circuit,Habeas Corpus,4.0,0.0,4.0,1.0,3.0
1998,Third Circuit,Civil,147.0,21.0,168.0,17.0,151.0
1998,Third Circuit,Guardianship-of-the-Person,608.0,101.0,709.0,16.0,693.0
1998,Third Circuit,Other Miscellaneous Proceedings,71.0,7.0,78.0,2.0,76.0
1998,Third Circuit,Criminal Actions,709.0,970.0,1679.0,951.0,728.0
1998,Third Circuit,Children's Referrals,1465.0,3103.0,4568.0,2875.0,1693.0
1998,Third Circuit,Law Violation,874.0,1592.0,2466.0,1427.0,1039.0
1998,Third Circuit,Traffic,64.0,164.0,228.0,156.0,72.0
1998,Third Circuit,Status Offense,274.0,813.0,1087.0,774.0,313.0
1998,Third Circuit,Abuse and Neglect,208.0,501.0,709.0,473.0,236.0
1998,Third Circuit,Other Children's Referral,45.0,33.0,78.0,45.0,33.0
1998,Third Circuit,Supplemental Proceedings,1967.0,1747.0,3714.0,1759.0,1955.0
1998,Third Circuit,"Order to Show Cause, Matrimonial",566.0,340.0,906.0,428.0,478.0
1998,Third Circuit,"Order to Show Cause, Matrimonial, Concurrent",13.0,4.0,17.0,8.0,9.0
1998,Third Circuit,"Order to Show Cause, URES",54.0,3.0,57.0,5.0,52.0
1998,Third Circuit,"Order to Show Cause, Parental",226.0,96.0,322.0,130.0,192.0
1998,Third Circuit,Motion,684.0,701.0,1385.0,569.0,816.0
1998,Third Circuit,Children's Supplemental Proceeding,159.0,557.0,716.0,604.0,112.0
1998,Third Circuit,Other Supplemental Proceeding,265.0,46.0,311.0,15.0,296.0
1998,Third Circuit,Children on Status,1016.0,750.0,1766.0,557.0,1209.0
1998,Third Circuit,Probation,210.0,136.0,346.0,125.0,221.0
1998,Third Circuit,Protective Supervision,177.0,110.0,287.0,74.0,213.0
1998,Third Circuit,Legal Custody,1.0,0.0,1.0,1.0,0.0
1998,Third Circuit,Family Supervision,195.0,208.0,403.0,156.0,247.0
1998,Third Circuit,Foster Custody,240.0,216.0,456.0,157.0,299.0
1998,Third Circuit,Permanent Custody,175.0,80.0,255.0,38.0,217.0
1998,Third Circuit,Other Status,18.0,0.0,18.0,7.0,11.0
1998,Fifth Circuit,TOTAL CASES,2745.0,3205.0,5950.0,3040.0,2910.0
1998,Fifth Circuit,Primary Proceedings and Referrals,2085.0,2842.0,4927.0,2673.0,2254.0
1998,Fifth Circuit,Marital Actions and Proceedings,396.0,241.0,637.0,236.0,401.0
1998,Fifth Circuit,Divorce,385.0,237.0,622.0,233.0,389.0
1998,Fifth Circuit,Annulment,4.0,0.0,4.0,0.0,4.0
1998,Fifth Circuit,Separation and Separate Maintenance,7.0,4.0,11.0,3.0,8.0
1998,Fifth Circuit,Uniform Interstate Family Support,99.0,42.0,141.0,40.0,101.0
1998,Fifth Circuit,Adoption Proceedings,44.0,42.0,86.0,35.0,51.0
1998,Fifth Circuit,Parental Proceedings,251.0,95.0,346.0,91.0,255.0
1998,Fifth Circuit,Domestic Abuse Protective Orders (Ch. 586),37.0,123.0,160.0,109.0,51.0
1998,Fifth Circuit,Miscellaneous Proceedings,292.0,106.0,398.0,90.0,308.0
1998,Fifth Circuit,Termination of Parental Rights,15.0,1.0,16.0,0.0,16.0
1998,Fifth Circuit,Hospital Admission,35.0,47.0,82.0,47.0,35.0
1998,Fifth Circuit,Habeas Corpus,4.0,0.0,4.0,2.0,2.0
1998,Fifth Circuit,Civil,67.0,4.0,71.0,9.0,62.0
1998,Fifth Circuit,Guardianship of the Person,113.0,11.0,124.0,4.0,120.0
1998,Fifth Circuit,Other Miscellaneous Proceedings,58.0,43.0,101.0,28.0,73.0
1998,Fifth Circuit,Criminal Actions,195.0,306.0,501.0,267.0,234.0
1998,Fifth Circuit,Children's Referrals,771.0,1887.0,2658.0,1805.0,853.0
1998,Fifth Circuit,Law Violation,416.0,951.0,1367.0,884.0,483.0
1998,Fifth Circuit,Traffic,95.0,340.0,435.0,279.0,156.0
1998,Fifth Circuit,Status Offense,217.0,521.0,738.0,578.0,160.0
1998,Fifth Circuit,Abuse and Neglect,22.0,63.0,85.0,48.0,37.0
1998,Fifth Circuit,Other Children's Referral,21.0,12.0,33.0,16.0,17.0
1998,Fifth Circuit,Supplemental Proceedings,660.0,363.0,1023.0,367.0,656.0
1998,Fifth Circuit,"Order to Show Cause, Matrimonial",334.0,118.0,452.0,121.0,331.0
1998,Fifth Circuit,"Order to Show Cause, Matrimonial, Concurrent",32.0,15.0,47.0,10.0,37.0
1998,Fifth Circuit,"Order to Show Cause, UIFS",33.0,0.0,33.0,0.0,33.0
1998,Fifth Circuit,"Order to Show Cause, Parental",72.0,23.0,95.0,23.0,72.0
1998,Fifth Circuit,Motion,45.0,2.0,47.0,3.0,44.0
1998,Fifth Circuit,Children's Supplemental Proceeding,80.0,202.0,282.0,209.0,73.0
1998,Fifth Circuit,Other Supplemental Proceeding,64.0,3.0,67.0,1.0,66.0
1998,Fifth Circuit,Children on Status,302.0,179.0,481.0,163.0,318.0
1998,Fifth Circuit,Probation,188.0,76.0,264.0,60.0,204.0
1998,Fifth Circuit,Protective Supervision,39.0,23.0,62.0,22.0,40.0
1998,Fifth Circuit,Legal Custody,0.0,0.0,0.0,0.0,0.0
1998,Fifth Circuit,Family Supervision,27.0,30.0,57.0,37.0,20.0
1998,Fifth Circuit,Foster Custody,30.0,41.0,71.0,33.0,38.0
1998,Fifth Circuit,Permanent Custody,18.0,9.0,27.0,11.0,16.0
1998,Fifth Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
1999,First Circuit,TOTAL CASES,14562.0,27341.0,41903.0,27555.0,14348.0
1999,First Circuit,Primary Proceedings and Referrals,8245.0,17852.0,26097.0,18348.0,7749.0
1999,First Circuit,Marital Actions and Proceedings,2369.0,4033.0,6402.0,4036.0,2366.0
1999,First Circuit,Divorce,2331.0,3998.0,6329.0,4025.0,2304.0
1999,First Circuit,Annulment,18.0,13.0,31.0,6.0,25.0
1999,First Circuit,Separation,20.0,22.0,42.0,5.0,37.0
1999,First Circuit,Uniform Interstate Family Support,652.0,148.0,800.0,696.0,104.0
1999,First Circuit,Adoption Proceedings,320.0,582.0,902.0,549.0,353.0
1999,First Circuit,Parental Proceedings,1103.0,1356.0,2459.0,1665.0,794.0
1999,First Circuit,Domestic Abuse Protective Orders (Ch. 586),46.0,1835.0,1881.0,1796.0,85.0
1999,First Circuit,Miscellaneous Proceedings,344.0,1266.0,1610.0,1039.0,571.0
1999,First Circuit,Termination of Parental Rights,13.0,19.0,32.0,10.0,22.0
1999,First Circuit,Hospital Admission,69.0,407.0,476.0,362.0,114.0
1999,First Circuit,Habeas Corpus,1.0,0.0,1.0,1.0,0.0
1999,First Circuit,Civil,138.0,395.0,533.0,372.0,161.0
1999,First Circuit,Guardianship of the Person,117.0,418.0,535.0,271.0,264.0
1999,First Circuit,Other Miscellaneous Proceedings,7.0,26.0,33.0,23.0,10.0
1999,First Circuit,Criminal Actions,869.0,2354.0,3223.0,2261.0,962.0
1999,First Circuit,Children's Referrals,2542.0,6278.0,8820.0,6306.0,2514.0
1999,First Circuit,Law Violation,1640.0,2323.0,3963.0,2492.0,1471.0
1999,First Circuit,Traffic,53.0,33.0,86.0,46.0,40.0
1999,First Circuit,Status Offense,691.0,2717.0,3408.0,2571.0,837.0
1999,First Circuit,Abuse and Neglect,116.0,896.0,1012.0,890.0,122.0
1999,First Circuit,Other Children's Referral,42.0,309.0,351.0,307.0,44.0
1999,First Circuit,Supplemental Proceedings,6317.0,9489.0,15806.0,9207.0,6599.0
1999,First Circuit,"Order to Show Cause, Matrimonial",2002.0,2.0,2004.0,2.0,2002.0
1999,First Circuit,"Order to Show Cause, Matrimonial, Concurrent",1634.0,107.0,1741.0,3.0,1738.0
1999,First Circuit,"Order to Show Cause, UIFS",255.0,0.0,255.0,0.0,255.0
1999,First Circuit,"Order to Show Cause, Parental",244.0,1.0,245.0,1.0,245.0
1999,First Circuit,Motion,5.0,0.0,5.0,0.0,5.0
1999,First Circuit,Children's Supplemental Proceeding,1992.0,9379.0,11371.0,9202.0,2169.0
1999,First Circuit,Other Supplemental Proceeding,185.0,0.0,185.0,0.0,185.0
1999,First Circuit,Children on Status,3173.0,2287.0,5460.0,2357.0,3103.0
1999,First Circuit,Probation,813.0,370.0,1183.0,435.0,748.0
1999,First Circuit,Protective Supervision,349.0,114.0,463.0,191.0,272.0
1999,First Circuit,Legal Custody,0.0,0.0,0.0,0.0,0.0
1999,First Circuit,Family Supervision,465.0,639.0,1104.0,603.0,501.0
1999,First Circuit,Foster Custody,961.0,798.0,1759.0,771.0,988.0
1999,First Circuit,Permanent Custody,585.0,366.0,951.0,357.0,594.0
1999,First Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
1999,Second Circuit,TOTAL CASES,6711.0,6785.0,13496.0,7737.0,5759.0
1999,Second Circuit,Primary Proceedings and Referrals,4971.0,4545.0,9516.0,5401.0,4115.0
1999,Second Circuit,Marital Actions and Proceedings,775.0,599.0,1374.0,570.0,804.0
1999,Second Circuit,Divorce,749.0,592.0,1341.0,562.0,779.0
1999,Second Circuit,Annulment,8.0,1.0,9.0,4.0,5.0
1999,Second Circuit,Separation,18.0,6.0,24.0,4.0,20.0
1999,Second Circuit,Uniform Interstate Family Support,803.0,67.0,870.0,416.0,454.0
1999,Second Circuit,Adoption Proceedings,35.0,80.0,115.0,85.0,30.0
1999,Second Circuit,Parental Proceedings,524.0,233.0,757.0,250.0,507.0
1999,Second Circuit,Domestic Abuse Protective Orders (Ch. 586),10.0,407.0,417.0,406.0,11.0
1999,Second Circuit,Miscellaneous Proceedings,944.0,301.0,1245.0,201.0,1044.0
1999,Second Circuit,Termination of Parental Rights,13.0,2.0,15.0,4.0,11.0
1999,Second Circuit,Hospital Admission,119.0,69.0,188.0,63.0,12.0
1999,Second Circuit,Habeas Corpus,5.0,0.0,5.0,0.0,5.0
1999,Second Circuit,Civil,200.0,137.0,337.0,125.0,212.0
1999,Second Circuit,Guardianship of the Person,599.0,93.0,692.0,9.0,683.0
1999,Second Circuit,Other Miscellaneous Proceedings,8.0,0.0,8.0,0.0,8.0
1999,Second Circuit,Criminal Actions,1277.0,873.0,2150.0,1620.0,530.0
1999,Second Circuit,Children's Referrals,603.0,1985.0,2588.0,1853.0,735.0
1999,Second Circuit,Law Violation,400.0,1104.0,1504.0,994.0,510.0
1999,Second Circuit,Traffic,13.0,34.0,47.0,39.0,8.0
1999,Second Circuit,Status Offense,108.0,647.0,755.0,602.0,153.0
1999,Second Circuit,Abuse and Neglect,48.0,118.0,166.0,127.0,39.0
1999,Second Circuit,Other Children's Referral,34.0,82.0,116.0,91.0,25.0
1999,Second Circuit,Supplemental Proceedings,1740.0,2240.0,3980.0,2336.0,1644.0
1999,Second Circuit,"Order to Show Cause, Matrimonial",500.0,196.0,696.0,274.0,422.0
1999,Second Circuit,"Order to Show Cause, Matrimonial, Concurrent",105.0,65.0,170.0,65.0,105.0
1999,Second Circuit,"Order to Show Cause, UIFS",106.0,33.0,139.0,53.0,86.0
1999,Second Circuit,"Order to Show Cause, Parental",337.0,72.0,409.0,53.0,356.0
1999,Second Circuit,Motion,26.0,0.0,26.0,0.0,26.0
1999,Second Circuit,Children's Supplemental Proceeding,278.0,1717.0,1995.0,1700.0,295.0
1999,Second Circuit,Other Supplemental Proceeding,388.0,157.0,545.0,191.0,354.0
1999,Second Circuit,Children on Status,327.0,282.0,609.0,286.0,323.0
1999,Second Circuit,Probation,131.0,71.0,202.0,99.0,103.0
1999,Second Circuit,Protective Supervision,16.0,9.0,25.0,12.0,13.0
1999,Second Circuit,Legal Custody,1.0,0.0,1.0,0.0,1.0
1999,Second Circuit,Family Supervision,59.0,90.0,149.0,58.0,91.0
1999,Second Circuit,Foster Custody,75.0,73.0,148.0,98.0,50.0
1999,Second Circuit,Permanent Custody,46.0,38.0,84.0,19.0,65.0
1999,Second Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
1999,Third Circuit,TOTAL CASES,7105.0,11358.0,18463.0,10825.0,7638.0
1999,Third Circuit,Primary Proceedings and Referrals,5150.0,5698.0,10848.0,5535.0,5313.0
1999,Third Circuit,Marital Actions and Proceedings,661.0,640.0,1301.0,573.0,728.0
1999,Third Circuit,Divorce,642.0,639.0,1281.0,568.0,713.0
1999,Third Circuit,Annulment,10.0,10.0,10.0,3.0,7.0
1999,Third Circuit,Separation,9.0,1.0,10.0,2.0,8.0
1999,Third Circuit,Uniform Interstate Family Support,168.0,65.0,233.0,38.0,195.0
1999,Third Circuit,Adoption Proceedings,66.0,85.0,151.0,70.0,81.0
1999,Third Circuit,Parental Proceedings,423.0,377.0,800.0,367.0,433.0
1999,Third Circuit,Domestic Abuse Protective Orders (Ch. 586),434.0,690.0,1124.0,625.0,499.0
1999,Third Circuit,Miscellaneous Proceedings,977.0,126.0,1103.0,95.0,1008.0
1999,Third Circuit,Termination of Parental Rights,30.0,4.0,34.0,34.0,34.0
1999,Third Circuit,Hospital Admission,24.0,34.0,58.0,34.0,24.0
1999,Third Circuit,Habeas Corpus,3.0,0.0,3.0,0.0,3.0
1999,Third Circuit,Civil,151.0,17.0,168.0,11.0,157.0
1999,Third Circuit,Guardianship of the Person,693.0,59.0,752.0,40.0,712.0
1999,Third Circuit,Other Miscellaneous Proceedings,76.0,12.0,88.0,10.0,78.0
1999,Third Circuit,Criminal Actions,728.0,764.0,1492.0,725.0,767.0
1999,Third Circuit,Children's Referrals,1693.0,2951.0,4644.0,3042.0,1602.0
1999,Third Circuit,Law Violation,1039.0,1445.0,2484.0,1578.0,906.0
1999,Third Circuit,Traffic,72.0,188.0,260.0,162.0,98.0
1999,Third Circuit,Status Offense,313.0,823.0,1136.0,793.0,343.0
1999,Third Circuit,Abuse and Neglect,236.0,478.0,714.0,482.0,232.0
1999,Third Circuit,Other Children's Referral,33.0,17.0,50.0,27.0,23.0
1999,Third Circuit,Supplemental Proceedings,1955.0,5660.0,7615.0,5290.0,2325.0
1999,Third Circuit,"Order to Show Cause, Matrimonial",478.0,321.0,799.0,260.0,539.0
1999,Third Circuit,"Order to Show Cause, Matrimonial, Concurrent",9.0,6.0,15.0,4.0,11.0
1999,Third Circuit,"Order to Show Cause, UIFS",52.0,5.0,57.0,2.0,55.0
1999,Third Circuit,"Order to Show Cause, Parental",192.0,71.0,263.0,58.0,205.0
1999,Third Circuit,Motion,816.0,535.0,1351.0,446.0,905.0
1999,Third Circuit,Children's Supplemental Proceeding,112.0,4673.0,4785.0,4483.0,302.0
1999,Third Circuit,Other Supplemental Proceeding,296.0,49.0,345.0,37.0,308.0
1999,Third Circuit,Children on Status,1209.0,737.0,1946.0,676.0,1270.0
1999,Third Circuit,Probation,221.0,126.0,347.0,130.0,217.0
1999,Third Circuit,Protective Supervision,213.0,103.0,316.0,85.0,231.0
1999,Third Circuit,Legal Custody,1.0,0.0,1.0,0.0,1.0
1999,Third Circuit,Family Supervision,247.0,208.0,455.0,210.0,245.0
1999,Third Circuit,Foster Custody,299.0,223.0,522.0,193.0,237.0
1999,Third Circuit,Permanent Custody,217.0,77.0,294.0,57.0,237.0
1999,Third Circuit,Other Status,11.0,0.0,11.0,0.0,11.0
1999,Fifth Circuit,TOTAL CASES,2745.0,3205.0,5950.0,3040.0,2910.0
1999,Fifth Circuit,Primary Proceedings and Referrals,2085.0,2842.0,4927.0,2673.0,2254.0
1999,Fifth Circuit,Marital Actions and Proceedings,396.0,241.0,637.0,236.0,401.0
1999,Fifth Circuit,Divorce,385.0,237.0,622.0,233.0,389.0
1999,Fifth Circuit,Annulment,4.0,4.0,4.0,4.0,4.0
1999,Fifth Circuit,Separation and Separate Maintenance,7.0,4.0,11.0,3.0,8.0
1999,Fifth Circuit,Uniform Interstate Family Support,99.0,42.0,141.0,40.0,101.0
1999,Fifth Circuit,Adoption Proceedings,44.0,42.0,86.0,35.0,51.0
1999,Fifth Circuit,Parental Proceedings,251.0,95.0,346.0,91.0,255.0
1999,Fifth Circuit,Domestic Abuse Protective Orders (Ch. 586),37.0,123.0,160.0,109.0,51.0
1999,Fifth Circuit,Miscellaneous Proceedings,292.0,106.0,398.0,90.0,308.0
1999,Fifth Circuit,Termination of Parental Rights,15.0,1.0,16.0,0.0,16.0
1999,Fifth Circuit,Hospital Admission,35.0,47.0,82.0,47.0,35.0
1999,Fifth Circuit,Habeas Corpus,4.0,0.0,4.0,2.0,2.0
1999,Fifth Circuit,Civil,67.0,4.0,71.0,9.0,62.0
1999,Fifth Circuit,Guardianship of the Person,113.0,11.0,124.0,4.0,120.0
1999,Fifth Circuit,Other Miscellaneous Proceedings,58.0,43.0,101.0,28.0,73.0
1999,Fifth Circuit,Criminal Actions,195.0,306.0,501.0,267.0,234.0
1999,Fifth Circuit,Children's Referrals,771.0,1887.0,2658.0,1805.0,853.0
1999,Fifth Circuit,Law Violation,416.0,951.0,1367.0,884.0,483.0
1999,Fifth Circuit,Traffic,95.0,340.0,435.0,279.0,156.0
1999,Fifth Circuit,Status Offense,217.0,521.0,738.0,578.0,160.0
1999,Fifth Circuit,Abuse and Neglect,22.0,63.0,85.0,48.0,37.0
1999,Fifth Circuit,Other Children's Referral,21.0,12.0,33.0,16.0,17.0
1999,Fifth Circuit,Supplemental Proceedings,660.0,363.0,1023.0,367.0,656.0
1999,Fifth Circuit,"Order to Show Cause, Matrimonial",334.0,118.0,452.0,121.0,331.0
1999,Fifth Circuit,"Order to Show Cause, Matrimonial, Concurrent",32.0,15.0,47.0,10.0,37.0
1999,Fifth Circuit,"Order to Show Cause, UIFS",33.0,0.0,33.0,0.0,33.0
1999,Fifth Circuit,"Order to Show Cause, Parental",72.0,23.0,95.0,23.0,72.0
1999,Fifth Circuit,Motion,45.0,2.0,47.0,3.0,44.0
1999,Fifth Circuit,Children's Supplemental Proceeding,80.0,202.0,282.0,209.0,73.0
1999,Fifth Circuit,Other Supplemental Proceeding,64.0,3.0,67.0,1.0,66.0
1999,Fifth Circuit,Children on Status,302.0,179.0,481.0,163.0,318.0
1999,Fifth Circuit,Probation,188.0,76.0,264.0,60.0,204.0
1999,Fifth Circuit,Protective Supervision,39.0,23.0,62.0,22.0,40.0
1999,Fifth Circuit,Legal Custody,0.0,0.0,0.0,0.0,0.0
1999,Fifth Circuit,Family Supervision,27.0,30.0,57.0,37.0,20.0
1999,Fifth Circuit,Foster Custody,30.0,41.0,71.0,33.0,38.0
1999,Fifth Circuit,Permanent Custody,18.0,9.0,27.0,11.0,16.0
1999,Fifth Circuit,Other Status,0.0,0.0,0.0,0.0,0.0
2000,First Circuit,TOTAL CASES,14348.0,29059.0,43407.0,27753.0,15654.0
2000,First Circuit,Primary Proceedings and Referrals,7749.0,18622.0,26371.0,17422.0,8949.0
2000,First Circuit,Marital Actions and Proceedings,2366.0,4082.0,6448.0,2867.0,3581.0
2000,First Circuit,Divorce,2304.0,4034.0,6338.0,2865.0,3473.0
2000,First Circuit,Annulment,25.0,17.0,42.0,1.0,41.0
2000,First Circuit,Separation,37.0,31.0,68.0,1.0,67.0
2000,First Circuit,Uniform Interstate Family Support,104.0,310.0,414.0,342.0,72.0
2000,First Circuit,Adoption Proceedings,353.0,569.0,922.0,434.0,488.0
2000,First Circuit,Parental Proceedings,794.0,1450.0,2244.0,1577.0,667.0
2000,First Circuit,Domestic Abuse Protective Orders (Ch. 586),85.0,2093.0,2178.0,2046.0,132.0
2000,First Circuit,Miscellaneous Proceedings,571.0,1627.0,2198.0,1883.0,315.0
2000,First Circuit,Termination of Parental Rights,22.0,6.0,28.0,9.0,19.0
2000,First Circuit,Hospital Admission,114.0,488.0,602.0,522.0,80.0
2000,First Circuit,Habeas Corpus,2.0,2.0,2.0,1.0,1.0
2000,First Circuit,Civil,161.0,643.0,804.0,733.0,71.0
2000,First Circuit,Guardianship of the Person,264.0,462.0,726.0,590.0,136.0
2000,First Circuit,Other Miscellaneous Proceedings,10.0,26.0,36.0,28.0,8.0
2000,First Circuit,Criminal Actions,962.0,2053.0,3015.0,1761.0,1254.0
2000,First Circuit,Children's Referrals,2514.0,6438.0,8952.0,6512.0,2440.0
